ID_Registro,ID_Equipo,Fecha,Temperatura_C,Vibracion_mm_s,Horas_Operativas
2030,363,2020-03-25 13:00:00,110.86,4.14,47756.0
2031,113,2020-03-25 14:00:00,85.57,0.94,63663.0
2032,25,2020-03-25 15:00:00,76.46,2.32,69457.0
2033,318,2020-03-25 16:00:00,111.64,0.88,7405.0
2034,10,2020-03-25 17:00:00,114.69,4.63,32162.0
2035,396,2020-03-25 18:00:00,99.69,3.82,11982.0
2036,426,2020-03-25 19:00:00,73.42,3.96,52630.0
2037,114,2020-03-25 20:00:00,53.4,4.56,64775.0
2038,462,2020-03-25 21:00:00,121.53,4.21,15677.0
2039,432,2020-03-25 22:00:00,137.46,0.58,58451.0
2040,115,2020-03-25 23:00:00,96.75,0.49,16760.0
2041,291,2020-03-26 00:00:00,107.29,1.99,1908.0
2042,21,2020-03-26 01:00:00,135.34,1.96,45131.0
2043,200,2020-03-26 02:00:00,53.92,4.75,90540.0
2044,431,2020-03-26 03:00:00,66.48,4.19,88809.0
2045,169,2020-03-26 04:00:00,58.04,3.05,76076.0
2046,107,2020-03-26 05:00:00,71.76,3.27,13152.0
2047,6,2020-03-26 06:00:00,143.8,3.25,45198.0
2048,45,2020-03-26 07:00:00,114.06,4.42,71058.0
2049,102,2020-03-26 08:00:00,128.66,3.93,5898.0
2050,479,2020-03-26 09:00:00,112.15,0.19,74592.0
2051,247,2020-03-26 10:00:00,120.31,4.68,70686.0
2052,29,2020-03-26 11:00:00,61.45,3.6,73715.0
2053,263,2020-03-26 12:00:00,134.55,3.74,16241.0
2054,4,2020-03-26 13:00:00,62.2,1.79,38627.0
2055,32,2020-03-26 14:00:00,118.27,3.99,90980.0
2056,84,2020-03-26 15:00:00,62.71,1.01,76350.0
2057,224,2020-03-26 16:00:00,61.29,3.86,75521.0
2058,447,2020-03-26 17:00:00,110.5,2.39,46972.0
2059,343,2020-03-26 18:00:00,55.84,4.39,81196.0
2060,194,2020-03-26 19:00:00,149.45,1.28,59091.0
2061,126,2020-03-26 20:00:00,131.04,2.52,90387.0
2062,359,2020-03-26 21:00:00,137.32,1.12,874.0
2063,425,2020-03-26 22:00:00,87.3,1.74,59600.0
2064,68,2020-03-26 23:00:00,116.83,2.26,63098.0
2065,377,2020-03-27 00:00:00,71.16,1.32,81641.0
2066,367,2020-03-27 01:00:00,113.22,2.82,9036.0
2067,144,2020-03-27 02:00:00,101.7,1.34,58957.0
2068,421,2020-03-27 03:00:00,139.63,1.09,19615.0
2069,153,2020-03-27 04:00:00,75.17,1.45,22945.0
2070,59,2020-03-27 05:00:00,124.2,2.45,65225.0
2071,456,2020-03-27 06:00:00,73.79,0.23,45307.0
2072,174,2020-03-27 07:00:00,72.05,0.87,64544.0
2073,168,2020-03-27 08:00:00,149.16,1.49,19102.0
2074,2,2020-03-27 09:00:00,73.77,2.51,14100.0
2075,369,2020-03-27 10:00:00,100.45,4.52,67831.0
2076,157,2020-03-27 11:00:00,62.66,2.89,50906.0
2077,316,2020-03-27 12:00:00,133.24,1.5,78571.0
2078,497,2020-03-27 13:00:00,116.3,1.52,55874.0
2079,38,2020-03-27 14:00:00,70.73,4.41,63359.0
2080,302,2020-03-27 15:00:00,91.07,0.91,19168.0
2081,467,2020-03-27 16:00:00,122.56,0.3,85615.0
2082,397,2020-03-27 17:00:00,99.4,1.44,80654.0
2083,495,2020-03-27 18:00:00,103.44,2.07,29020.0
2084,133,2020-03-27 19:00:00,100.36,2.71,23160.0
2085,444,2020-03-27 20:00:00,88.95,4.87,19847.0
2086,3,2020-03-27 21:00:00,98.77,2.82,73702.0
2087,371,2020-03-27 22:00:00,149.8,1.36,35348.0
2088,392,2020-03-27 23:00:00,145.19,3.84,42811.0
2089,454,2020-03-28 00:00:00,148.17,4.57,53019.0
2090,116,2020-03-28 01:00:00,90.11,4.73,36821.0
2091,269,2020-03-28 02:00:00,95.61,94.89519982797503,39169.0
2092,126,2020-03-28 03:00:00,138.41,3.02,94164.0
2093,393,2020-03-28 04:00:00,139.17,1.07,23158.0
2094,464,2020-03-28 05:00:00,74.74,0.41,11207.0
2095,323,2020-03-28 06:00:00,125.85,1.08,39518.0
2096,317,2020-03-28 07:00:00,131.0,4.65,26107.0
2097,281,2020-03-28 08:00:00,117.8,3.04,13012.0
2098,274,2020-03-28 09:00:00,122.35,2.59,30871.0
2099,149,2020-03-28 10:00:00,116.92,3.25,32024.0
2100,350,2020-03-28 11:00:00,89.02,0.71,87522.0
2101,336,2020-03-28 12:00:00,82.08,3.9,6872.0
2102,91,2020-03-28 13:00:00,124.17,0.84,30994.0
2103,100,2020-03-28 14:00:00,140.04,1.67,30090.0
2104,260,2020-03-28 15:00:00,137.67,2.33,40401.0
2105,143,2020-03-28 16:00:00,113.19,4.88,30345.0
2106,481,2020-03-28 17:00:00,112.28,1.95,94318.0
2107,452,2020-03-28 18:00:00,135.89,2.83,22549.0
2108,380,2020-03-28 19:00:00,140.99,4.53,67765.0
2109,43,2020-03-28 20:00:00,127.13,2.41,
2110,145,2020-03-28 21:00:00,121.37,4.25,10043.0
2111,261,2020-03-28 22:00:00,76.04,4.9,35476.0
2112,412,2020-03-28 23:00:00,72.37,1.06,85970.0
2113,374,2020-03-29 00:00:00,120.57,3.23,15952.0
2114,473,2020-03-29 01:00:00,133.18,0.21,11227.0
2115,276,2020-03-29 02:00:00,100.55,1.54,60680.0
2116,127,2020-03-29 03:00:00,56.95,1.93,96.0
2117,315,2020-03-29 04:00:00,72.32,0.73,84420.0
2118,345,2020-03-29 05:00:00,54.91,3.42,53328.0
2119,35,2020-03-29 06:00:00,98.84,2.78,58932.0
2120,476,2020-03-29 07:00:00,114.29,3.34,18387.0
2121,66,2020-03-29 08:00:00,137.78,0.75,46556.0
2122,357,2020-03-29 09:00:00,104.03,3.04,577.0
2123,55,2020-03-29 10:00:00,93.55,3.06,9446.0
2124,177,2020-03-29 11:00:00,87.47,1.25,12761.0
2125,76,2020-03-29 12:00:00,95.74,2.86,18200.0
2126,421,2020-03-29 13:00:00,121.96,2.68,29827.0
2127,124,2020-03-29 14:00:00,87.39,3.82,90397.0
2128,354,2020-03-29 15:00:00,99.63,2.06,22940.0
2129,52,2020-03-29 16:00:00,63.51,1.11,59209.0
2130,403,2020-03-29 17:00:00,133.96,2.12,10568.0
2131,125,2020-03-29 18:00:00,57.75,4.91,7030.0
2132,102,2020-03-29 19:00:00,137.29,4.1,64089.0
2133,349,2020-03-29 20:00:00,72.15,2.49,59378.0
2134,71,2020-03-29 21:00:00,77.23,4.21,83359.0
2135,103,2020-03-29 22:00:00,126.3,1.82,73222.0
2136,68,2020-03-29 23:00:00,141.55,1.71,15039.0
2137,254,2020-03-30 00:00:00,136.44,4.9,25021.0
2138,46,2020-03-30 01:00:00,135.73,3.92,62972.0
2139,206,2020-03-30 02:00:00,68.78,4.09,43967.0
2140,424,2020-03-30 03:00:00,91.22,4.61,77428.0
2141,436,2020-03-30 04:00:00,67.4,1.92,39034.0
2142,240,2020-03-30 05:00:00,94.52,2.77,84559.0
2143,419,2020-03-30 06:00:00,140.53,1.54,59926.0
2144,277,2020-03-30 07:00:00,95.66,1.2,32993.0
2145,299,2020-03-30 08:00:00,58.73,3.54,32859.0
2146,332,2020-03-30 09:00:00,113.57,3.94,90783.0
2147,479,2020-03-30 10:00:00,142.9,2.28,98168.0
2148,321,2020-03-30 11:00:00,91.58,1.61,92242.0
2149,80,2020-03-30 12:00:00,102.17,3.77,50967.0
2150,159,2020-03-30 13:00:00,64.72,4.52,55082.0
2151,128,2020-03-30 14:00:00,67.59,4.38,7824.0
2152,319,2020-03-30 15:00:00,58.37,1.19,75375.0
2153,124,2020-03-30 16:00:00,114.89,3.24,23164.0
2154,371,2020-03-30 17:00:00,146.33,2.51,3363.0
2155,76,2020-03-30 18:00:00,132.77,1.13,96543.0
2156,487,2020-03-30 19:00:00,101.18,0.98,60382.0
2157,353,2020-03-30 20:00:00,70.61,4.53,47261.0
2158,148,2020-03-30 21:00:00,77.65,1.53,62785.0
2159,346,2020-03-30 22:00:00,79.04,1.05,91280.0
2160,196,2020-03-30 23:00:00,64.39,0.26,8560.0
2161,286,2020-03-31 00:00:00,77.91,3.33,70832.0
2162,122,2020-03-31 01:00:00,96.24,4.79,53160.0
2163,258,2020-03-31 02:00:00,68.08,0.46,85924.0
2164,489,2020-03-31 03:00:00,70.63,2.08,53343.0
2165,390,2020-03-31 04:00:00,59.82,4.71,73884.0
2166,326,2020-03-31 05:00:00,136.55,2.37,52631.0
2167,84,2020-03-31 06:00:00,128.26,4.25,24008.0
2168,452,2020-03-31 07:00:00,107.05,3.42,80513.0
2169,130,2020-03-31 08:00:00,113.37,0.37,51514.0
2170,471,2020-03-31 09:00:00,60.7,1.13,43805.0
2171,326,2020-03-31 10:00:00,70.59,0.51,77343.0
2172,339,2020-03-31 11:00:00,124.54,0.97,46406.0
2173,76,2020-03-31 12:00:00,52.72,4.07,79560.0
2174,173,2020-03-31 13:00:00,76.93,0.34,41276.0
2175,50,2020-03-31 14:00:00,110.48,4.83,62519.0
2176,493,2020-03-31 15:00:00,67.58,1.53,3468.0
2177,416,2020-03-31 16:00:00,95.33,0.76,72896.0
2178,121,2020-03-31 17:00:00,141.21,2.89,17613.0
2179,92,2020-03-31 18:00:00,51.18,1.58,95300.0
2180,72,2020-03-31 19:00:00,89.97,1.72,99323.0
2181,125,2020-03-31 20:00:00,77.85,3.33,29564.0
2182,323,2020-03-31 21:00:00,84.4,2.99,26150.0
2183,477,2020-03-31 22:00:00,132.16,1.36,5291.0
2184,72,2020-03-31 23:00:00,136.03,2.94,41329.0
2185,60,2020-04-01 00:00:00,121.0,2.25,77141.0
2186,246,2020-04-01 01:00:00,118.47,3.01,7959.0
2187,58,2020-04-01 02:00:00,62.83,1.26,92285.0
2188,124,2020-04-01 03:00:00,135.95,3.05,42421.0
2189,58,2020-04-01 04:00:00,141.64,2.91,64417.0
2190,324,2020-04-01 05:00:00,115.38,1.19,86889.0
2191,46,2020-04-01 06:00:00,73.57,2.56,6899.0
2192,151,2020-04-01 07:00:00,60.51,4.59,20499.0
2193,93,2020-04-01 08:00:00,94.1,4.56,47974.0
2194,237,2020-04-01 09:00:00,145.83,3.97,41748.0
2195,274,2020-04-01 10:00:00,128.91,3.01,90125.0
2196,290,2020-04-01 11:00:00,128.85,1.49,81747.0
2197,121,2020-04-01 12:00:00,61.05,1.43,20988.0
2198,439,2020-04-01 13:00:00,142.17,2.5,56074.0
2199,68,2020-04-01 14:00:00,143.98,2.23,21011.0
2200,208,2020-04-01 15:00:00,64.32,1.01,15609.0
2201,294,2020-04-01 16:00:00,135.8,3.55,20634.0
2202,99,2020-04-01 17:00:00,138.48,2.79,66715.0
2203,494,2020-04-01 18:00:00,119.19,4.72,93322.0
2204,69,2020-04-01 19:00:00,65.67,3.66,67421.0
2205,474,2020-04-01 20:00:00,62.5,4.85,87686.0
2206,367,2020-04-01 21:00:00,74.22,2.54,1877.0
2207,375,2020-04-01 22:00:00,70.1,92.00487166120682,98020.0
2208,127,2020-04-01 23:00:00,115.02,4.2,96290.0
2209,89,2020-04-02 00:00:00,102.37,1.31,7944.0
2210,223,2020-04-02 01:00:00,97.35,3.46,658.0
2211,124,2020-04-02 02:00:00,74.25,2.1,33731.0
2212,178,2020-04-02 03:00:00,132.04,1.88,62316.0
2213,243,2020-04-02 04:00:00,113.51,2.97,75287.0
2214,200,2020-04-02 05:00:00,92.77,3.55,92149.0
2215,400,2020-04-02 06:00:00,140.2,2.24,89490.0
2216,343,2020-04-02 07:00:00,86.2,1.65,28123.0
2217,46,2020-04-02 08:00:00,72.23,2.5,35861.0
2218,44,2020-04-02 09:00:00,123.1,0.21,26568.0
2219,15,2020-04-02 10:00:00,144.46,0.42,58485.0
2220,277,2020-04-02 11:00:00,101.57,2.39,13516.0
2221,482,2020-04-02 12:00:00,121.85,2.23,4627.0
2222,477,2020-04-02 13:00:00,142.86,4.85,19953.0
2223,201,2020-04-02 14:00:00,108.73,3.6,51232.0
2224,496,2020-04-02 15:00:00,96.55,3.97,40911.0
2225,69,2020-04-02 16:00:00,138.4,3.87,24432.0
2226,121,2020-04-02 17:00:00,135.41,1.57,6377.0
2227,316,2020-04-02 18:00:00,83.05,4.35,90823.0
2228,84,2020-04-02 19:00:00,83.02,4.27,31519.0
2229,292,2020-04-02 20:00:00,117.12,1.16,80400.0
2230,368,2020-04-02 21:00:00,146.6,1.1,44465.0
2231,460,2020-04-02 22:00:00,95.72,3.47,46908.0
2232,489,2020-04-02 23:00:00,145.7,0.21,90010.0
2233,408,2020-04-03 00:00:00,109.06,3.79,67361.0
2234,28,2020-04-03 01:00:00,145.18,0.66,15094.0
2235,229,2020-04-03 02:00:00,107.69,4.29,84275.0
2236,33,2020-04-03 03:00:00,115.3,0.15,94924.0
2237,69,2020-04-03 04:00:00,65.34,3.52,38090.0
2238,449,2020-04-03 05:00:00,83.4,0.84,99945.0
2239,117,2020-04-03 06:00:00,108.47,1.21,22934.0
2240,346,2020-04-03 07:00:00,95.77,2.21,85903.0
2241,402,2020-04-03 08:00:00,104.17,4.41,91340.0
2242,332,2020-04-03 09:00:00,93.7,1.41,29810.0
2243,182,2020-04-03 10:00:00,66.86,1.6,6509.0
2244,171,2020-04-03 11:00:00,140.61,0.11,34846.0
2245,320,2020-04-03 12:00:00,75.43,0.22,22671.0
2246,186,2020-04-03 13:00:00,129.72,4.99,79701.0
2247,142,2020-04-03 14:00:00,86.38,4.25,716.0
2248,110,2020-04-03 15:00:00,109.56,0.84,27621.0
2249,319,2020-04-03 16:00:00,64.98,4.2,17322.0
2250,447,2020-04-03 17:00:00,79.87,4.44,91725.0
2251,86,2020-04-03 18:00:00,72.72,1.22,80134.0
2252,334,2020-04-03 19:00:00,108.57,1.93,68439.0
2253,257,2020-04-03 20:00:00,147.88,3.65,55476.0
2254,290,2020-04-03 21:00:00,90.44,2.03,9037.0
2255,366,2020-04-03 22:00:00,85.02,1.84,2804.0
2256,437,2020-04-03 23:00:00,89.43,2.75,20114.0
2257,276,2020-04-04 00:00:00,117.66,3.0,80026.0
2258,61,2020-04-04 01:00:00,71.96,0.93,98868.0
2259,444,2020-04-04 02:00:00,71.17,2.55,29567.0
2260,468,2020-04-04 03:00:00,104.39,3.24,67050.0
2261,498,2020-04-04 04:00:00,52.29,2.84,96724.0
2262,333,2020-04-04 05:00:00,77.24,1.14,53734.0
2263,290,2020-04-04 06:00:00,126.67,3.86,76801.0
2264,220,2020-04-04 07:00:00,78.05,1.94,76046.0
2265,139,2020-04-04 08:00:00,87.74,4.75,6616.0
2266,213,2020-04-04 09:00:00,53.8,1.21,54415.0
2267,455,2020-04-04 10:00:00,104.1,4.1,38599.0
2268,243,2020-04-04 11:00:00,92.99,2.07,92583.0
2269,95,2020-04-04 12:00:00,95.27,0.28,87230.0
2270,342,2020-04-04 13:00:00,54.5,1.85,91508.0
2271,198,2020-04-04 14:00:00,87.32,0.46,60883.0
2272,32,2020-04-04 15:00:00,70.35,0.22,67399.0
2273,445,2020-04-04 16:00:00,120.28,4.85,38774.0
2274,73,2020-04-04 17:00:00,60.71,4.72,3283.0
2275,180,2020-04-04 18:00:00,113.28,0.64,10396.0
2276,94,2020-04-04 19:00:00,143.66,3.41,28032.0
2277,386,2020-04-04 20:00:00,50.51,1.0,40596.0
2278,168,2020-04-04 21:00:00,55.42,1.29,46641.0
2279,400,2020-04-04 22:00:00,129.72,0.24,71436.0
2280,315,2020-04-04 23:00:00,66.02,0.84,74943.0
2281,303,2020-04-05 00:00:00,141.83,1.18,1092.0
2282,104,2020-04-05 01:00:00,67.5,0.37,28764.0
2283,126,2020-04-05 02:00:00,125.51,0.94,82989.0
2284,492,2020-04-05 03:00:00,109.23,2.61,64182.0
2285,115,2020-04-05 04:00:00,91.16,4.5,82171.0
2286,173,2020-04-05 05:00:00,115.23,2.55,20784.0
2287,413,2020-04-05 06:00:00,83.73,0.12,77146.0
2288,424,2020-04-05 07:00:00,78.01,3.97,36079.0
2289,321,2020-04-05 08:00:00,123.8,4.37,79923.0
2290,366,2020-04-05 09:00:00,90.5,2.96,65143.0
2291,499,2020-04-05 10:00:00,82.55,1.11,43160.0
2292,42,2020-04-05 11:00:00,122.74,4.78,13813.0
2293,279,2020-04-05 12:00:00,83.0,1.79,8615.0
2294,99,2020-04-05 13:00:00,52.9,1.85,30927.0
2295,108,2020-04-05 14:00:00,81.28,1.31,15021.0
2296,303,2020-04-05 15:00:00,59.27,0.27,95645.0
2297,199,2020-04-05 16:00:00,71.5,4.68,92123.0
2298,208,2020-04-05 17:00:00,121.6,4.61,80412.0
2299,177,2020-04-05 18:00:00,139.43,4.89,23705.0
2300,170,2020-04-05 19:00:00,117.72,3.85,36634.0
2301,62,2020-04-05 20:00:00,59.76,1.24,32881.0
2302,19,2020-04-05 21:00:00,115.28,3.68,16716.0
2303,109,2020-04-05 22:00:00,89.35,4.67,82318.0
2304,254,2020-04-05 23:00:00,98.16,0.13,79163.0
2305,399,2020-04-06 00:00:00,105.25,2.52,16980.0
2306,292,2020-04-06 01:00:00,77.49,1.61,5452.0
2307,5,2020-04-06 02:00:00,143.57,1.38,22182.0
2308,185,2020-04-06 03:00:00,80.73,2.52,33785.0
2309,155,2020-04-06 04:00:00,52.76,1.84,1161.0
2310,471,2020-04-06 05:00:00,125.78,2.68,2986.0
2311,324,2020-04-06 06:00:00,75.26,0.62,42688.0
2312,369,2020-04-06 07:00:00,133.71,4.28,84540.0
2313,327,2020-04-06 08:00:00,132.55,3.05,58136.0
2314,54,2020-04-06 09:00:00,94.32,3.52,69468.0
2315,198,2020-04-06 10:00:00,147.77,2.79,65468.0
2316,172,2020-04-06 11:00:00,73.4,3.99,28265.0
2317,193,2020-04-06 12:00:00,111.25,0.97,95453.0
2318,464,2020-04-06 13:00:00,109.92,1.15,73472.0
2319,129,2020-04-06 14:00:00,115.39,2.41,80609.0
2320,218,2020-04-06 15:00:00,52.53,0.94,18391.0
2321,305,2020-04-06 16:00:00,73.52,2.47,55118.0
2322,139,2020-04-06 17:00:00,149.7,2.05,44574.0
2323,471,2020-04-06 18:00:00,65.06,3.98,92117.0
2324,14,2020-04-06 19:00:00,61.61,1.5,88449.0
2325,276,2020-04-06 20:00:00,102.9,2.38,31814.0
2326,441,2020-04-06 21:00:00,57.06,0.56,8559.0
2327,240,2020-04-06 22:00:00,133.51,0.64,55366.0
2328,30,2020-04-06 23:00:00,67.55,0.57,935.0
2329,412,2020-04-07 00:00:00,145.53,4.95,8392.0
2330,31,2020-04-07 01:00:00,104.72,4.86,55325.0
2331,365,2020-04-07 02:00:00,61.83,4.39,47036.0
2332,66,2020-04-07 03:00:00,59.22,3.41,68302.0
2333,70,2020-04-07 04:00:00,140.32,2.48,53253.0
2334,92,2020-04-07 05:00:00,78.55,0.59,13796.0
2335,22,2020-04-07 06:00:00,106.22,4.86,82425.0
2336,179,2020-04-07 07:00:00,113.37,2.49,75305.0
2337,302,2020-04-07 08:00:00,131.2,0.66,94539.0
2338,289,2020-04-07 09:00:00,133.65,3.02,43527.0
2339,158,2020-04-07 10:00:00,120.67,4.41,52056.0
2340,62,2020-04-07 11:00:00,104.34,4.31,58801.0
2341,126,2020-04-07 12:00:00,57.38,2.34,39986.0
2342,186,2020-04-07 13:00:00,92.08,1.06,79663.0
2343,230,2020-04-07 14:00:00,139.69,0.97,20024.0
2344,101,2020-04-07 15:00:00,136.68,2.19,14643.0
2345,426,2020-04-07 16:00:00,124.96,0.5,49398.0
2346,97,2020-04-07 17:00:00,96.75,3.46,29778.0
2347,431,2020-04-07 18:00:00,73.96,0.75,41958.0
2348,449,2020-04-07 19:00:00,102.79,3.36,7147.0
2349,296,2020-04-07 20:00:00,131.16,4.88,69201.0
2350,23,2020-04-07 21:00:00,62.59,4.51,3047.0
2351,414,2020-04-07 22:00:00,93.19,3.08,82173.0
2352,448,2020-04-07 23:00:00,64.73,4.19,16318.0
2353,204,2020-04-08 00:00:00,144.81,1.79,20165.0
2354,470,2020-04-08 01:00:00,94.74,4.2,65358.0
2355,211,2020-04-08 02:00:00,118.42,4.93,81096.0
2356,45,2020-04-08 03:00:00,103.01,1.04,67352.0
2357,115,2020-04-08 04:00:00,78.34,2.62,47633.0
2358,376,2020-04-08 05:00:00,91.4,0.95,6913.0
2359,195,2020-04-08 06:00:00,88.49,3.5,78009.0
2360,458,2020-04-08 07:00:00,98.15,3.79,47722.0
2361,361,2020-04-08 08:00:00,141.44,0.63,94571.0
2362,204,2020-04-08 09:00:00,116.94,4.04,72393.0
2363,223,2020-04-08 10:00:00,148.22,0.6,83835.0
2364,131,2020-04-08 11:00:00,62.05,2.57,75140.0
2365,158,2020-04-08 12:00:00,58.61,3.51,38601.0
2366,202,2020-04-08 13:00:00,140.92,2.35,67711.0
2367,487,2020-04-08 14:00:00,54.15,3.24,65260.0
2368,346,2020-04-08 15:00:00,93.81,2.37,10128.0
2369,31,2020-04-08 16:00:00,58.37,1.06,59264.0
2370,316,2020-04-08 17:00:00,141.73,3.76,92992.0
2371,476,2020-04-08 18:00:00,112.09,0.9,82579.0
2372,224,2020-04-08 19:00:00,87.6,4.32,48649.0
2373,429,2020-04-08 20:00:00,106.93,4.26,64616.0
2374,405,2020-04-08 21:00:00,99.14,2.82,59132.0
2375,479,2020-04-08 22:00:00,65.71,0.3,34905.0
2376,387,2020-04-08 23:00:00,124.83,0.93,49164.0
2377,250,2020-04-09 00:00:00,130.34,4.86,42804.0
2378,182,2020-04-09 01:00:00,128.25,1.96,80309.0
2379,423,2020-04-09 02:00:00,103.34,3.51,98076.0
2380,165,2020-04-09 03:00:00,147.0,2.06,63845.0
2381,480,2020-04-09 04:00:00,107.65,3.88,80946.0
2382,366,2020-04-09 05:00:00,122.34,1.83,68515.0
2383,292,2020-04-09 06:00:00,118.8,2.95,60071.0
2384,84,2020-04-09 07:00:00,143.42,3.61,56327.0
2385,123,2020-04-09 08:00:00,51.54,3.02,43789.0
2386,486,2020-04-09 09:00:00,83.15,3.71,22845.0
2387,131,2020-04-09 10:00:00,116.49,0.6,12478.0
2388,218,2020-04-09 11:00:00,129.95,3.68,35189.0
2389,7,2020-04-09 12:00:00,60.89,2.92,67231.0
2390,153,2020-04-09 13:00:00,125.62,3.27,90170.0
2391,324,2020-04-09 14:00:00,120.27,4.94,73881.0
2392,417,2020-04-09 15:00:00,999.0,0.3,45096.0
2393,468,2020-04-09 16:00:00,50.61,0.66,60715.0
2394,396,2020-04-09 17:00:00,80.16,2.83,83649.0
2395,330,2020-04-09 18:00:00,110.0,4.1,
2396,86,2020-04-09 19:00:00,53.38,4.75,36522.0
2397,152,2020-04-09 20:00:00,126.21,3.22,96374.0
2398,234,2020-04-09 21:00:00,101.83,2.73,78198.0
2399,293,2020-04-09 22:00:00,109.54,2.83,8262.0
2400,499,2020-04-09 23:00:00,81.17,4.6,18809.0
2401,192,2020-04-10 00:00:00,75.9,3.15,60444.0
2402,190,2020-04-10 01:00:00,72.48,4.72,81498.0
2403,329,2020-04-10 02:00:00,126.93,0.21,66006.0
2404,47,2020-04-10 03:00:00,87.56,2.55,88246.0
2405,98,2020-04-10 04:00:00,55.18,3.91,12564.0
2406,73,2020-04-10 05:00:00,125.13,1.52,78045.0
2407,363,2020-04-10 06:00:00,137.59,1.29,60192.0
2408,382,2020-04-10 07:00:00,115.53,3.33,57084.0
2409,205,2020-04-10 08:00:00,129.98,4.45,58021.0
2410,29,2020-04-10 09:00:00,95.34,3.82,95693.0
2411,211,2020-04-10 10:00:00,83.48,1.43,8725.0
2412,431,2020-04-10 11:00:00,52.83,1.15,30816.0
2413,389,2020-04-10 12:00:00,78.84,4.8,29794.0
2414,272,2020-04-10 13:00:00,84.8,2.21,67362.0
2415,49,2020-04-10 14:00:00,79.11,3.78,71071.0
2416,486,2020-04-10 15:00:00,127.53,2.58,1868.0
2417,347,2020-04-10 16:00:00,118.0,2.73,55146.0
2418,180,2020-04-10 17:00:00,140.57,3.96,37210.0
2419,89,2020-04-10 18:00:00,129.91,3.13,1585.0
2420,4,2020-04-10 19:00:00,125.94,2.92,77387.0
2421,21,2020-04-10 20:00:00,80.52,2.58,41152.0
2422,428,2020-04-10 21:00:00,101.46,4.21,25361.0
2423,400,2020-04-10 22:00:00,112.57,0.23,41294.0
2424,49,2020-04-10 23:00:00,106.24,2.95,37877.0
2425,197,2020-04-11 00:00:00,108.33,2.49,29476.0
2426,445,2020-04-11 01:00:00,82.05,0.35,94735.0
2427,417,2020-04-11 02:00:00,135.88,4.46,6825.0
2428,132,2020-04-11 03:00:00,68.3,1.85,95035.0
2429,429,2020-04-11 04:00:00,54.1,3.51,75802.0
2430,267,2020-04-11 05:00:00,118.81,4.43,53250.0
2431,417,2020-04-11 06:00:00,112.87,2.32,19286.0
2432,274,2020-04-11 07:00:00,108.85,2.95,28922.0
2433,328,2020-04-11 08:00:00,100.36,1.16,24066.0
2434,225,2020-04-11 09:00:00,84.36,1.62,5608.0
2435,140,2020-04-11 10:00:00,64.87,1.02,80670.0
2436,187,2020-04-11 11:00:00,53.25,3.89,20379.0
2437,354,2020-04-11 12:00:00,66.33,2.54,46686.0
2438,53,2020-04-11 13:00:00,82.81,0.55,40627.0
2439,218,2020-04-11 14:00:00,67.29,4.01,78372.0
2440,83,2020-04-11 15:00:00,139.03,3.0,82811.0
2441,287,2020-04-11 16:00:00,72.62,1.57,14198.0
2442,257,2020-04-11 17:00:00,63.26,3.32,32912.0
2443,292,2020-04-11 18:00:00,89.61,3.79,907.0
2444,456,2020-04-11 19:00:00,138.63,4.5,42007.0
2445,463,2020-04-11 20:00:00,111.47,2.3,72364.0
2446,192,2020-04-11 21:00:00,138.81,0.27,2864.0
2447,56,2020-04-11 22:00:00,107.94,4.35,95344.0
2448,223,2020-04-11 23:00:00,108.09,2.11,19116.0
2449,74,2020-04-12 00:00:00,109.91,4.26,75471.0
2450,161,2020-04-12 01:00:00,67.42,2.86,51045.0
2451,167,2020-04-12 02:00:00,138.09,0.71,16192.0
2452,405,2020-04-12 03:00:00,118.94,1.61,46153.0
2453,490,2020-04-12 04:00:00,78.55,0.15,65981.0
2454,102,2020-04-12 05:00:00,70.1,3.92,42549.0
2455,57,2020-04-12 06:00:00,143.35,1.67,71955.0
2456,343,2020-04-12 07:00:00,111.51,3.85,90659.0
2457,118,2020-04-12 08:00:00,60.02,0.19,76663.0
2458,211,2020-04-12 09:00:00,142.28,4.83,37979.0
2459,174,2020-04-12 10:00:00,105.42,2.81,92531.0
2460,425,2020-04-12 11:00:00,88.42,4.51,8987.0
2461,239,2020-04-12 12:00:00,55.28,4.75,28355.0
2462,352,2020-04-12 13:00:00,127.7,1.03,67739.0
2463,193,2020-04-12 14:00:00,140.24,2.04,39173.0
2464,177,2020-04-12 15:00:00,105.98,3.7,27802.0
2465,45,2020-04-12 16:00:00,90.1,3.24,95547.0
2466,239,2020-04-12 17:00:00,116.81,3.43,26357.0
2467,196,2020-04-12 18:00:00,122.59,3.61,10217.0
2468,78,2020-04-12 19:00:00,74.76,2.05,60471.0
2469,277,2020-04-12 20:00:00,60.28,4.38,91257.0
2470,134,2020-04-12 21:00:00,144.09,3.12,414.0
2471,331,2020-04-12 22:00:00,70.49,3.49,47798.0
2472,437,2020-04-12 23:00:00,99.66,2.81,79996.0
2473,22,2020-04-13 00:00:00,145.5,0.31,21131.0
2474,323,2020-04-13 01:00:00,51.64,4.08,49263.0
2475,80,2020-04-13 02:00:00,146.31,0.88,54420.0
2476,104,2020-04-13 03:00:00,53.47,3.19,8015.0
2477,265,2020-04-13 04:00:00,74.27,4.64,17379.0
2478,398,2020-04-13 05:00:00,76.76,3.93,75106.0
2479,6,2020-04-13 06:00:00,107.5,4.18,4456.0
