ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Tiempo_Reparacion_Horas,Costo_Mantenimiento,Ubicacion
OT001773,E019,2019-11-08,Correctivo,19,3744,Planta Norte
OT001774,E005,2019-11-09,Correctivo,23,4435,Planta Sur
OT001775,E010,2019-11-10,Correctivo,43,2933,Planta Este
OT001776,E020,2019-11-11,Preventivo,20,1557,Planta Norte
OT001777,E006,2019-11-12,Preventivo,29,4458,Planta Este
OT001778,E004,2019-11-13,Preventivo,31,4962,Planta Oeste
OT001779,E017,2019-11-14,Preventivo,29,4088,Planta Este
OT001780,E012,2019-11-15,Preventivo,28,4260,Planta Sur
OT001781,E019,2019-11-16,Correctivo,12,4820,Planta Norte
OT001782,E014,2019-11-17,Correctivo,4,816,Planta Este
OT001783,E011,2019-11-18,Correctivo,27,1569,Planta Norte
OT001784,E016,2019-11-19,Preventivo,2,861,Planta Oeste
OT001785,E007,2019-11-20,Correctivo,16,1284,Planta Oeste
OT001786,E015,2019-11-21,Correctivo,35,1499,Planta Sur
OT001787,E003,2019-11-22,Preventivo,34,2024,Planta Oeste
OT001788,E004,2019-11-23,Correctivo,18,2919,Planta Norte
OT001789,E016,2019-11-24,Correctivo,2,2515,Planta Oeste
OT001790,E005,2019-11-25,Correctivo,7,3272,Planta Este
OT001791,E002,2019-11-26,Preventivo,34,4877,Planta Sur
OT001792,E017,2019-11-27,Preventivo,7,1454,Planta Oeste
OT001793,E002,2019-11-28,Preventivo,33,4467,Planta Este
OT001794,E017,2019-11-29,Correctivo,15,4410,Planta Este
OT001795,E016,2019-11-30,Preventivo,38,1385,Planta Norte
OT001796,E004,2019-12-01,Correctivo,18,3557,Planta Este
OT001797,E018,2019-12-02,Correctivo,23,4541,Planta Oeste
OT001798,E019,2019-12-03,Preventivo,7,1296,Planta Este
OT001799,E002,2019-12-04,Correctivo,18,2221,Planta Norte
OT001800,E003,2019-12-05,Correctivo,42,810,Planta Este
OT001801,E015,2019-12-06,Correctivo,6,4397,Planta Sur
OT001802,E015,2019-12-07,Correctivo,41,3366,Planta Sur
OT001803,E010,2019-12-08,Preventivo,18,2880,Planta Norte
OT001804,E015,2019-12-09,Preventivo,47,1460,Planta Norte
OT001805,E005,2019-12-10,Preventivo,25,4075,Planta Sur
OT001806,E010,2019-12-11,Correctivo,35,2170,Planta Norte
OT001807,E008,2019-12-12,Correctivo,7,849,Planta Este
OT001808,E012,2019-12-13,Correctivo,15,4299,Planta Este
OT001809,E005,2019-12-14,Preventivo,40,2070,Planta Este
OT001810,E020,2019-12-15,Preventivo,42,3228,Planta Sur
OT001811,E004,2019-12-16,Preventivo,37,2596,Planta Sur
OT001812,E005,2019-12-17,Preventivo,33,3265,Planta Este
OT001813,E009,2019-12-18,Correctivo,40,602,Planta Norte
OT001814,E011,2019-12-19,Preventivo,23,2335,Planta Este
OT001815,E013,2019-12-20,Preventivo,39,3067,Planta Sur
OT001816,E011,2019-12-21,Correctivo,2,4141,Planta Oeste
OT001817,E018,2019-12-22,Preventivo,33,1174,Planta Sur
OT001818,E001,2019-12-23,Preventivo,32,3186,Planta Este
OT001819,E003,2019-12-24,Correctivo,17,936,Planta Este
OT001820,E008,2019-12-25,Preventivo,36,2914,Planta Este
OT001821,E008,2019-12-26,Preventivo,2,1794,Planta Sur
OT001822,E008,2019-12-27,Preventivo,4,3956,Planta Norte
OT001823,E016,2019-12-28,Correctivo,7,4429,Planta Oeste
OT001824,E004,2019-12-29,Preventivo,9,2934,Planta Sur
OT001825,E018,2019-12-30,Preventivo,5,4464,Planta Este
OT001826,E018,2019-12-31,Correctivo,47,2023,Planta Este
OT001827,E006,2020-01-01,Preventivo,2,4472,Planta Norte
OT001828,E003,2020-01-02,Preventivo,47,4434,Planta Norte
OT001829,E001,2020-01-03,Preventivo,26,1769,Planta Norte
OT001830,E007,2020-01-04,Preventivo,8,4308,Planta Sur
OT001831,E014,2020-01-05,Correctivo,26,2428,Planta Norte
OT001832,E011,2020-01-06,Preventivo,17,2357,Planta Norte
OT001833,E015,2020-01-07,Preventivo,16,2986,Planta Este
OT001834,E010,2020-01-08,Preventivo,27,1897,Planta Este
OT001835,E012,2020-01-09,Correctivo,30,2168,Planta Oeste
OT001836,E003,2020-01-10,Preventivo,17,1284,Planta Norte
OT001837,E009,2020-01-11,Correctivo,10,3165,Planta Oeste
OT001838,E016,2020-01-12,Correctivo,28,3489,Planta Sur
OT001839,E007,2020-01-13,Correctivo,30,2401,Planta Oeste
OT001840,E014,2020-01-14,Preventivo,14,659,Planta Este
OT001841,E007,2020-01-15,Preventivo,16,2109,Planta Este
OT001842,E011,2020-01-16,Correctivo,9,4245,Planta Oeste
OT001843,E018,2020-01-17,Correctivo,3,2908,Planta Sur
OT001844,E016,2020-01-18,Correctivo,42,3745,Planta Oeste
OT001845,E002,2020-01-19,Preventivo,36,1063,Planta Oeste
OT001846,E020,2020-01-20,Preventivo,18,4697,Planta Norte
OT001847,E013,2020-01-21,Correctivo,46,2337,Planta Norte
OT001848,E007,2020-01-22,Correctivo,26,635,Planta Oeste
OT001849,E018,2020-01-23,Correctivo,17,4155,Planta Sur
OT001850,E017,2020-01-24,Preventivo,43,3478,Planta Sur
OT001851,E006,2020-01-25,Preventivo,31,870,Planta Oeste
OT001852,E009,2020-01-26,Correctivo,41,1311,Planta Sur
OT001853,E015,2020-01-27,Preventivo,19,4439,Planta Norte
OT001854,E001,2020-01-28,Preventivo,23,1401,Planta Oeste
OT001855,E016,2020-01-29,Correctivo,22,1573,Planta Norte
OT001856,E016,2020-01-30,Preventivo,3,1711,Planta Oeste
OT001857,E005,2020-01-31,Preventivo,41,4694,Planta Norte
OT001858,E015,2020-02-01,Preventivo,39,3250,Planta Norte
OT001859,E001,2020-02-02,Correctivo,41,2119,Planta Este
OT001860,E014,2020-02-03,Correctivo,15,2597,Planta Este
OT001861,E006,2020-02-04,Correctivo,32,576,Planta Este
OT001862,E013,2020-02-05,Correctivo,29,2919,Planta Sur
OT001863,E012,2020-02-06,Correctivo,39,4626,Planta Este
OT001864,E015,2020-02-07,Preventivo,15,1467,Planta Este
OT001865,E013,2020-02-08,Correctivo,10,886,Planta Oeste
OT001866,E001,2020-02-09,Correctivo,47,2663,Planta Norte
OT001867,E009,2020-02-10,Correctivo,47,1195,Planta Sur
OT001868,E002,2020-02-11,Preventivo,2,2115,Planta Este
OT001869,E017,2020-02-12,Preventivo,40,731,Planta Sur
OT001870,E020,2020-02-13,Preventivo,10,2188,Planta Oeste
OT001871,E009,2020-02-14,Correctivo,8,1534,Planta Sur
OT001872,E007,2020-02-15,Preventivo,7,1913,Planta Este
OT001873,E007,2020-02-16,Preventivo,17,4866,Planta Sur
OT001874,E003,2020-02-17,Correctivo,24,4439,Planta Este
OT001875,E010,2020-02-18,Preventivo,30,4852,Planta Oeste
OT001876,E011,2020-02-19,Correctivo,21,3681,Planta Oeste
OT001877,E009,2020-02-20,Correctivo,36,2616,Planta Sur
OT001878,E003,2020-02-21,Correctivo,19,4225,Planta Norte
OT001879,E017,2020-02-22,Preventivo,34,4555,Planta Norte
OT001880,E020,2020-02-23,Preventivo,47,2618,Planta Oeste
OT001881,E018,2020-02-24,Correctivo,7,1325,Planta Norte
OT001882,E010,2020-02-25,Preventivo,11,3698,Planta Norte
OT001883,E020,2020-02-26,Correctivo,42,1702,Planta Oeste
OT001884,E008,2020-02-27,Correctivo,46,4033,Planta Sur
OT001885,E005,2020-02-28,Correctivo,21,3305,Planta Este
OT001886,E003,2020-02-29,Correctivo,43,977,Planta Sur
OT001887,E015,2020-03-01,Correctivo,46,2148,Planta Norte
OT001888,E013,2020-03-02,Preventivo,9,2178,Planta Norte
OT001889,E004,2020-03-03,Correctivo,27,3415,Planta Norte
OT001890,E014,2020-03-04,Preventivo,2,2056,Planta Norte
OT001891,E003,2020-03-05,Preventivo,10,625,Planta Sur
OT001892,E014,2020-03-06,Preventivo,13,2779,Planta Norte
OT001893,E009,2020-03-07,Correctivo,42,763,Planta Norte
OT001894,E002,2020-03-08,Preventivo,19,4679,Planta Oeste
OT001895,E008,2020-03-09,Preventivo,15,4095,Planta Norte
OT001896,E015,2020-03-10,Preventivo,5,4906,Planta Este
OT001897,E004,2020-03-11,Correctivo,35,2822,Planta Norte
OT001898,E019,2020-03-12,Correctivo,20,4570,Planta Sur
OT001899,E005,2020-03-13,Correctivo,17,4225,Planta Oeste
OT001900,E012,2020-03-14,Preventivo,45,4080,Planta Sur
OT001901,E004,2020-03-15,Correctivo,14,3019,Planta Norte
OT001902,E011,2020-03-16,Preventivo,35,1744,Planta Este
OT001903,E006,2020-03-17,Correctivo,45,4562,Planta Norte
OT001904,E004,2020-03-18,Correctivo,13,4606,Planta Norte
OT001905,E017,2020-03-19,Correctivo,45,2646,Planta Este
OT001906,E018,2020-03-20,Correctivo,21,3473,Planta Este
OT001907,E020,2020-03-21,Correctivo,25,4026,Planta Sur
OT001908,E016,2020-03-22,Correctivo,29,606,Planta Sur
OT001909,E010,2020-03-23,Correctivo,23,3911,Planta Sur
OT001910,E018,2020-03-24,Correctivo,10,1049,Planta Sur
OT001911,E019,2020-03-25,Preventivo,18,4153,Planta Sur
OT001912,E017,2020-03-26,Preventivo,7,850,Planta Sur
OT001913,E006,2020-03-27,Preventivo,26,1879,Planta Oeste
OT001914,E020,2020-03-28,Preventivo,44,2369,Planta Este
OT001915,E012,2020-03-29,Preventivo,30,3460,Planta Sur
OT001916,E008,2020-03-30,Correctivo,35,2524,Planta Sur
OT001917,E020,2020-03-31,Correctivo,45,1385,Planta Sur
OT001918,E002,2020-04-01,Correctivo,2,692,Planta Sur
OT001919,E001,2020-04-02,Correctivo,11,1449,Planta Este
OT001920,E012,2020-04-03,Preventivo,45,3775,Planta Sur
OT001921,E004,2020-04-04,Correctivo,24,3830,Planta Este
OT001922,E007,2020-04-05,Preventivo,5,4481,Planta Norte
OT001923,E020,2020-04-06,Correctivo,6,1540,Planta Sur
OT001924,E020,2020-04-07,Preventivo,43,3277,Planta Este
OT001925,E002,2020-04-08,Preventivo,39,1659,Planta Sur
OT001926,E003,2020-04-09,Preventivo,7,942,Planta Sur
OT001927,E015,2020-04-10,Correctivo,30,4150,Planta Norte
OT001928,E019,2020-04-11,Preventivo,26,4887,Planta Norte
OT001929,E009,2020-04-12,Preventivo,5,2718,Planta Sur
OT001930,E020,2020-04-13,Correctivo,27,4674,Planta Oeste
OT001931,E018,2020-04-14,Preventivo,22,2167,Planta Este
OT001932,E006,2020-04-15,Correctivo,20,2143,Planta Este
OT001933,E012,2020-04-16,Preventivo,33,4830,Planta Sur
OT001934,E020,2020-04-17,Correctivo,35,757,Planta Este
OT001935,E003,2020-04-18,Preventivo,7,3658,Planta Este
OT001936,E001,2020-04-19,Preventivo,46,4424,Planta Este
OT001937,E003,2020-04-20,Preventivo,21,2870,Planta Oeste
OT001938,E006,2020-04-21,Correctivo,22,2401,Planta Norte
OT001939,E008,2020-04-22,Preventivo,41,1927,Planta Norte
OT001940,E019,2020-04-23,Preventivo,18,672,Planta Sur
OT001941,E009,2020-04-24,Correctivo,8,4945,Planta Oeste
OT001942,E010,2020-04-25,Preventivo,15,4841,Planta Sur
OT001943,E009,2020-04-26,Correctivo,13,645,Planta Oeste
OT001944,E009,2020-04-27,Correctivo,13,1432,Planta Oeste
OT001945,E010,2020-04-28,Correctivo,46,3177,Planta Este
OT001946,E003,2020-04-29,Correctivo,17,4679,Planta Sur
OT001947,E004,2020-04-30,Preventivo,34,4081,Planta Sur
OT001948,E018,2020-05-01,Preventivo,24,2737,Planta Este
OT001949,E018,2020-05-02,Preventivo,46,2999,Planta Este
OT001950,E013,2020-05-03,Correctivo,41,1513,Planta Norte
OT001951,E016,2020-05-04,Correctivo,20,4006,Planta Oeste
OT001952,E015,2020-05-05,Correctivo,21,3144,Planta Este
OT001953,E009,2020-05-06,Preventivo,34,3938,Planta Este
OT001954,E007,2020-05-07,Correctivo,19,1871,Planta Sur
OT001955,E009,2020-05-08,Preventivo,28,2395,Planta Sur
OT001956,E013,2020-05-09,Preventivo,19,4609,Planta Norte
OT001957,E019,2020-05-10,Preventivo,9,4882,Planta Oeste
OT001958,E020,2020-05-11,Preventivo,32,2567,Planta Oeste
OT001959,E001,2020-05-12,Preventivo,9,4678,Planta Sur
OT001960,E003,2020-05-13,Preventivo,16,2367,Planta Este
OT001961,E011,2020-05-14,Correctivo,14,3898,Planta Sur
OT001962,E012,2020-05-15,Preventivo,43,3443,Planta Este
OT001963,E005,2020-05-16,Correctivo,3,2856,Planta Este
OT001964,E009,2020-05-17,Preventivo,40,2130,Planta Sur
OT001965,E011,2020-05-18,Correctivo,44,769,Planta Sur
OT001966,E004,2020-05-19,Correctivo,40,2860,Planta Oeste
OT001967,E007,2020-05-20,Correctivo,29,3567,Planta Oeste
OT001968,E006,2020-05-21,Preventivo,19,2239,Planta Este
OT001969,E013,2020-05-22,Preventivo,30,4812,Planta Sur
OT001970,E013,2020-05-23,Correctivo,22,3215,Planta Este
OT001971,E013,2020-05-24,Correctivo,10,947,Planta Oeste
OT001972,E010,2020-05-25,Correctivo,23,3290,Planta Norte
OT001973,E007,2020-05-26,Preventivo,18,3456,Planta Este
OT001974,E009,2020-05-27,Correctivo,15,2502,Planta Este
OT001975,E011,2020-05-28,Preventivo,32,3649,Planta Este
OT001976,E007,2020-05-29,Preventivo,41,1980,Planta Norte
OT001977,E013,2020-05-30,Preventivo,18,1079,Planta Este
OT001978,E020,2020-05-31,Preventivo,34,4463,Planta Norte
OT001979,E009,2020-06-01,Preventivo,7,2286,Planta Este
OT001980,E017,2020-06-02,Preventivo,27,3802,Planta Norte
OT001981,E018,2020-06-03,Preventivo,36,1668,Planta Sur
OT001982,E007,2020-06-04,Preventivo,5,2778,Planta Oeste
OT001983,E013,2020-06-05,Correctivo,17,4664,Planta Oeste
OT001984,E007,2020-06-06,Correctivo,40,3674,Planta Norte
OT001985,E009,2020-06-07,Preventivo,3,4475,Planta Oeste
OT001986,E018,2020-06-08,Preventivo,10,2942,Planta Sur
OT001987,E015,2020-06-09,Correctivo,43,882,Planta Oeste
OT001988,E013,2020-06-10,Preventivo,35,1443,Planta Sur
OT001989,E009,2020-06-11,Preventivo,41,4658,Planta Este
OT001990,E006,2020-06-12,Preventivo,24,1911,Planta Norte
OT001991,E001,2020-06-13,Preventivo,40,4975,Planta Sur
OT001992,E007,2020-06-14,Preventivo,4,1394,Planta Oeste
OT001993,E017,2020-06-15,Preventivo,35,524,Planta Sur
OT001994,E003,2020-06-16,Correctivo,22,2171,Planta Sur
OT001995,E020,2020-06-17,Correctivo,29,4212,Planta Este
OT001996,E018,2020-06-18,Correctivo,6,3423,Planta Este
OT001997,E002,2020-06-19,Preventivo,26,2793,Planta Sur
OT001998,E006,2020-06-20,Preventivo,22,3410,Planta Sur
OT001999,E011,2020-06-21,Preventivo,14,4999,Planta Sur
OT002000,E008,2020-06-22,Preventivo,3,4023,Planta Oeste
OT002001,E008,2020-06-23,Correctivo,11,1535,Planta Este
OT002002,E001,2020-06-24,Preventivo,20,4029,Planta Oeste
OT002003,E016,2020-06-25,Correctivo,32,4180,Planta Sur
OT002004,E014,2020-06-26,Correctivo,24,2519,Planta Este
OT002005,E003,2020-06-27,Preventivo,33,3540,Planta Sur
OT002006,E015,2020-06-28,Preventivo,39,723,Planta Oeste
OT002007,E016,2020-06-29,Preventivo,20,1121,Planta Norte
OT002008,E018,2020-06-30,Preventivo,27,3457,Planta Oeste
OT002009,E001,2020-07-01,Preventivo,42,1431,Planta Oeste
OT002010,E018,2020-07-02,Preventivo,24,4855,Planta Este
OT002011,E019,2020-07-03,Correctivo,24,4350,Planta Oeste
OT002012,E020,2020-07-04,Correctivo,22,3486,Planta Sur
OT002013,E017,2020-07-05,Preventivo,46,1870,Planta Sur
OT002014,E009,2020-07-06,Preventivo,42,1952,Planta Norte
OT002015,E017,2020-07-07,Correctivo,10,3204,Planta Oeste
OT002016,E015,2020-07-08,Preventivo,17,3241,Planta Norte
OT002017,E020,2020-07-09,Correctivo,46,1664,Planta Oeste
OT002018,E019,2020-07-10,Correctivo,30,1368,Planta Sur
OT002019,E009,2020-07-11,Preventivo,44,1932,Planta Oeste
OT002020,E020,2020-07-12,Correctivo,6,781,Planta Oeste
OT002021,E015,2020-07-13,Preventivo,32,4570,Planta Oeste
OT002022,E017,2020-07-14,Preventivo,27,2736,Planta Oeste
OT002023,E009,2020-07-15,Correctivo,7,832,Planta Norte
OT002024,E008,2020-07-16,Preventivo,18,4243,Planta Oeste
OT002025,E015,2020-07-17,Correctivo,12,2186,Planta Sur
OT002026,E003,2020-07-18,Preventivo,24,3636,Planta Este
OT002027,E020,2020-07-19,Correctivo,8,1419,Planta Norte
OT002028,E013,2020-07-20,Correctivo,14,2134,Planta Sur
OT002029,E009,2020-07-21,Preventivo,2,835,Planta Este
OT002030,E012,2020-07-22,Preventivo,8,1298,Planta Oeste
OT002031,E003,2020-07-23,Preventivo,36,1185,Planta Sur
OT002032,E016,2020-07-24,Correctivo,4,1386,Planta Oeste
OT002033,E007,2020-07-25,Correctivo,47,1273,Planta Oeste
OT002034,E005,2020-07-26,Preventivo,7,4695,Planta Oeste
OT002035,E016,2020-07-27,Preventivo,40,3317,Planta Oeste
OT002036,E009,2020-07-28,Correctivo,21,2803,Planta Norte
OT002037,E006,2020-07-29,Correctivo,15,2063,Planta Sur
OT002038,E017,2020-07-30,Correctivo,4,4300,Planta Oeste
OT002039,E009,2020-07-31,Preventivo,32,4121,Planta Oeste
OT002040,E015,2020-08-01,Preventivo,20,4009,Planta Sur
OT002041,E008,2020-08-02,Correctivo,20,4563,Planta Sur
OT002042,E018,2020-08-03,Preventivo,26,4521,Planta Norte
OT002043,E015,2020-08-04,Correctivo,13,2743,Planta Este
OT002044,E002,2020-08-05,Preventivo,4,909,Planta Norte
OT002045,E017,2020-08-06,Correctivo,9,2938,Planta Oeste
OT002046,E010,2020-08-07,Correctivo,47,1466,Planta Este
OT002047,E011,2020-08-08,Preventivo,14,768,Planta Este
OT002048,E009,2020-08-09,Correctivo,8,3026,Planta Sur
OT002049,E003,2020-08-10,Correctivo,39,1775,Planta Este
OT002050,E008,2020-08-11,Correctivo,5,3626,Planta Sur
OT002051,E007,2020-08-12,Correctivo,30,1598,Planta Sur
OT002052,E006,2020-08-13,Preventivo,30,818,Planta Oeste
OT002053,E012,2020-08-14,Correctivo,11,4229,Planta Este
OT002054,E011,2020-08-15,Correctivo,29,4615,Planta Este
OT002055,E019,2020-08-16,Preventivo,30,665,Planta Sur
OT002056,E017,2020-08-17,Preventivo,14,4523,Planta Este
OT002057,E018,2020-08-18,Preventivo,41,717,Planta Sur
OT002058,E017,2020-08-19,Preventivo,44,1399,Planta Este
OT002059,E007,2020-08-20,Preventivo,9,4181,Planta Norte
OT002060,E020,2020-08-21,Preventivo,46,3641,Planta Sur
OT002061,E016,2020-08-22,Correctivo,47,2678,Planta Sur
OT002062,E013,2020-08-23,Preventivo,23,1033,Planta Sur
OT002063,E019,2020-08-24,Preventivo,17,4926,Planta Norte
OT002064,E018,2020-08-25,Preventivo,19,2293,Planta Este
OT002065,E005,2020-08-26,Correctivo,26,1199,Planta Norte
OT002066,E004,2020-08-27,Correctivo,45,1553,Planta Este
OT002067,E013,2020-08-28,Preventivo,25,4107,Planta Norte
OT002068,E016,2020-08-29,Preventivo,26,4114,Planta Oeste
OT002069,E016,2020-08-30,Preventivo,44,1858,Planta Oeste
OT002070,E008,2020-08-31,Preventivo,36,4355,Planta Sur
OT002071,E013,2020-09-01,Correctivo,21,3021,Planta Oeste
OT002072,E015,2020-09-02,Correctivo,11,2954,Planta Norte
OT002073,E014,2020-09-03,Preventivo,29,1352,Planta Este
OT002074,E016,2020-09-04,Preventivo,27,2561,Planta Sur
OT002075,E003,2020-09-05,Preventivo,21,4909,Planta Este
OT002076,E002,2020-09-06,Preventivo,26,2253,Planta Norte
OT002077,E014,2020-09-07,Preventivo,39,2212,Planta Oeste
OT002078,E004,2020-09-08,Preventivo,42,2349,Planta Oeste
OT002079,E019,2020-09-09,Correctivo,34,4423,Planta Oeste
OT002080,E016,2020-09-10,Correctivo,27,2389,Planta Sur
OT002081,E018,2020-09-11,Correctivo,5,1839,Planta Oeste
OT002082,E002,2020-09-12,Correctivo,33,3251,Planta Este
OT002083,E019,2020-09-13,Preventivo,11,2526,Planta Oeste
OT002084,E002,2020-09-14,Correctivo,5,2445,Planta Oeste
OT002085,E007,2020-09-15,Preventivo,29,4061,Planta Oeste
OT002086,E006,2020-09-16,Correctivo,25,1964,Planta Sur
OT002087,E019,2020-09-17,Preventivo,17,3774,Planta Oeste
OT002088,E007,2020-09-18,Correctivo,35,4543,Planta Sur
OT002089,E013,2020-09-19,Preventivo,9,4998,Planta Sur
OT002090,E010,2020-09-20,Preventivo,30,4572,Planta Este
OT002091,E012,2020-09-21,Preventivo,41,2261,Planta Sur
OT002092,E001,2020-09-22,Correctivo,33,3257,Planta Oeste
OT002093,E005,2020-09-23,Preventivo,2,1702,Planta Norte
OT002094,E020,2020-09-24,Preventivo,2,4561,Planta Este
OT002095,E015,2020-09-25,Preventivo,5,1155,Planta Sur
OT002096,E009,2020-09-26,Correctivo,40,4597,Planta Sur
OT002097,E003,2020-09-27,Correctivo,14,502,Planta Norte
OT002098,E007,2020-09-28,Preventivo,9,4212,Planta Sur
OT002099,E005,2020-09-29,Preventivo,43,4742,Planta Oeste
OT002100,E017,2020-09-30,Correctivo,19,2503,Planta Sur
OT002101,E016,2020-10-01,Correctivo,8,3720,Planta Oeste
OT002102,E018,2020-10-02,Correctivo,44,3127,Planta Oeste
OT002103,E019,2020-10-03,Preventivo,40,3223,Planta Norte
OT002104,E020,2020-10-04,Correctivo,9,754,Planta Sur
OT002105,E011,2020-10-05,Correctivo,23,3058,Planta Este
OT002106,E004,2020-10-06,Correctivo,5,4329,Planta Norte
OT002107,E014,2020-10-07,Preventivo,45,3425,Planta Este
OT002108,E019,2020-10-08,Correctivo,4,1764,Planta Sur
OT002109,E017,2020-10-09,Correctivo,15,4747,Planta Sur
OT002110,E012,2020-10-10,Correctivo,34,3203,Planta Sur
OT002111,E002,2020-10-11,Preventivo,14,4441,Planta Este
OT002112,E020,2020-10-12,Correctivo,46,1124,Planta Norte
OT002113,E017,2020-10-13,Correctivo,44,3452,Planta Norte
OT002114,E007,2020-10-14,Correctivo,41,4081,Planta Este
OT002115,E001,2020-10-15,Preventivo,5,2932,Planta Este
OT002116,E012,2020-10-16,Preventivo,32,887,Planta Este
OT002117,E002,2020-10-17,Preventivo,17,1461,Planta Este
OT002118,E005,2020-10-18,Correctivo,19,1661,Planta Este
OT002119,E013,2020-10-19,Correctivo,10,1506,Planta Este
OT002120,E010,2020-10-20,Correctivo,7,1533,Planta Este
OT002121,E017,2020-10-21,Preventivo,2,2829,Planta Oeste
OT002122,E010,2020-10-22,Correctivo,18,1126,Planta Este
OT002123,E001,2020-10-23,Preventivo,12,3933,Planta Norte
OT002124,E003,2020-10-24,Correctivo,36,2387,Planta Este
OT002125,E016,2020-10-25,Preventivo,41,1280,Planta Oeste
OT002126,E017,2020-10-26,Correctivo,15,2606,Planta Norte
OT002127,E010,2020-10-27,Preventivo,33,2342,Planta Oeste
OT002128,E018,2020-10-28,Preventivo,13,1983,Planta Oeste
OT002129,E013,2020-10-29,Preventivo,11,1807,Planta Este
OT002130,E014,2020-10-30,Preventivo,10,4319,Planta Sur
OT002131,E010,2020-10-31,Correctivo,44,4814,Planta Norte
OT002132,E019,2020-11-01,Preventivo,31,1777,Planta Sur
OT002133,E006,2020-11-02,Correctivo,44,1407,Planta Oeste
OT002134,E008,2020-11-03,Preventivo,46,2259,Planta Norte
OT002135,E005,2020-11-04,Preventivo,6,1671,Planta Oeste
OT002136,E004,2020-11-05,Preventivo,34,1101,Planta Este
OT002137,E012,2020-11-06,Correctivo,3,907,Planta Sur
OT002138,E002,2020-11-07,Preventivo,13,1587,Planta Este
OT002139,E003,2020-11-08,Correctivo,17,2978,Planta Este
OT002140,E019,2020-11-09,Correctivo,29,916,Planta Este
OT002141,E009,2020-11-10,Correctivo,26,1681,Planta Oeste
OT002142,E007,2020-11-11,Preventivo,14,3973,Planta Este
OT002143,E003,2020-11-12,Preventivo,22,2065,Planta Este
OT002144,E016,2020-11-13,Correctivo,41,1800,Planta Oeste
OT002145,E019,2020-11-14,Correctivo,24,652,Planta Norte
OT002146,E013,2020-11-15,Preventivo,17,3135,Planta Este
OT002147,E007,2020-11-16,Correctivo,8,4379,Planta Sur
OT002148,E017,2020-11-17,Preventivo,35,2979,Planta Este
OT002149,E009,2020-11-18,Correctivo,32,3466,Planta Norte
OT002150,E001,2020-11-19,Preventivo,29,1311,Planta Este
OT002151,E015,2020-11-20,Preventivo,30,4753,Planta Norte
OT002152,E020,2020-11-21,Preventivo,28,3556,Planta Sur
OT002153,E015,2020-11-22,Preventivo,14,3378,Planta Oeste
OT002154,E016,2020-11-23,Correctivo,11,1449,Planta Este
OT002155,E015,2020-11-24,Correctivo,9,1154,Planta Este
OT002156,E013,2020-11-25,Correctivo,4,4708,Planta Norte
OT002157,E005,2020-11-26,Preventivo,29,4460,Planta Norte
OT002158,E009,2020-11-27,Correctivo,16,3827,Planta Oeste
OT002159,E016,2020-11-28,Correctivo,15,2347,Planta Norte
OT002160,E003,2020-11-29,Correctivo,35,1149,Planta Norte
OT002161,E011,2020-11-30,Correctivo,4,3587,Planta Sur
OT002162,E003,2020-12-01,Correctivo,10,3448,Planta Sur
OT002163,E007,2020-12-02,Preventivo,15,3328,Planta Este
OT002164,E012,2020-12-03,Preventivo,13,3621,Planta Este
OT002165,E009,2020-12-04,Preventivo,23,4700,Planta Este
OT002166,E019,2020-12-05,Preventivo,16,3367,Planta Oeste
OT002167,E018,2020-12-06,Preventivo,31,4789,Planta Este
OT002168,E020,2020-12-07,Preventivo,31,2801,Planta Sur
OT002169,E012,2020-12-08,Correctivo,21,809,Planta Este
OT002170,E009,2020-12-09,Preventivo,9,1289,Planta Norte
OT002171,E008,2020-12-10,Correctivo,9,1505,Planta Este
OT002172,E003,2020-12-11,Correctivo,17,1282,Planta Oeste
OT002173,E019,2020-12-12,Correctivo,8,981,Planta Este
OT002174,E008,2020-12-13,Correctivo,4,4203,Planta Este
OT002175,E016,2020-12-14,Preventivo,2,2837,Planta Sur
OT002176,E014,2020-12-15,Preventivo,13,4603,Planta Norte
OT002177,E002,2020-12-16,Correctivo,7,4965,Planta Sur
OT002178,E011,2020-12-17,Correctivo,9,3348,Planta Sur
OT002179,E003,2020-12-18,Correctivo,13,2827,Planta Este
OT002180,E007,2020-12-19,Correctivo,25,3814,Planta Norte
OT002181,E015,2020-12-20,Correctivo,27,3385,Planta Norte
OT002182,E011,2020-12-21,Correctivo,31,2478,Planta Sur
OT002183,E002,2020-12-22,Correctivo,17,666,Planta Sur
OT002184,E004,2020-12-23,Preventivo,38,2827,Planta Oeste
OT002185,E011,2020-12-24,Preventivo,39,4939,Planta Oeste
OT002186,E012,2020-12-25,Correctivo,3,3414,Planta Sur
OT002187,E013,2020-12-26,Correctivo,35,539,Planta Oeste
OT002188,E007,2020-12-27,Preventivo,29,710,Planta Sur
OT002189,E005,2020-12-28,Correctivo,37,2547,Planta Oeste
OT002190,E013,2020-12-29,Preventivo,18,2752,Planta Oeste
OT002191,E008,2020-12-30,Preventivo,18,3629,Planta Oeste
OT002192,E004,2020-12-31,Preventivo,32,2738,Planta Oeste
OT002193,E012,2021-01-01,Preventivo,10,3955,Planta Norte
OT002194,E020,2021-01-02,Preventivo,41,4469,Planta Este
OT002195,E013,2021-01-03,Preventivo,41,764,Planta Sur
OT002196,E010,2021-01-04,Correctivo,43,602,Planta Este
