ID_Registro,ID_Equipo,Fecha,Temperatura_C,Vibracion_mm_s,Horas_Operativas
1235,302,2020-02-21 10:00:00,139.94,3.74,4304.0
1236,96,2020-02-21 11:00:00,120.44,2.74,81944.0
1237,25,2020-02-21 12:00:00,106.78,1.36,50542.0
1238,162,2020-02-21 13:00:00,73.41,3.65,11424.0
1239,358,2020-02-21 14:00:00,97.45,2.59,72756.0
1240,19,2020-02-21 15:00:00,126.93,4.32,64946.0
1241,396,2020-02-21 16:00:00,73.39,0.27,32233.0
1242,107,2020-02-21 17:00:00,87.02,4.71,7670.0
1243,46,2020-02-21 18:00:00,58.6,2.62,4811.0
1244,93,2020-02-21 19:00:00,121.5,0.33,7246.0
1245,46,2020-02-21 20:00:00,124.92,4.38,54106.0
1246,394,2020-02-21 21:00:00,113.55,0.36,68771.0
1247,68,2020-02-21 22:00:00,122.68,0.39,51674.0
1248,110,2020-02-21 23:00:00,145.61,1.09,52088.0
1249,146,2020-02-22 00:00:00,85.1,2.38,34147.0
1250,295,2020-02-22 01:00:00,122.74,3.76,60352.0
1251,265,2020-02-22 02:00:00,142.3,4.04,62189.0
1252,130,2020-02-22 03:00:00,145.32,2.61,53505.0
1253,460,2020-02-22 04:00:00,67.78,3.62,89229.0
1254,167,2020-02-22 05:00:00,146.65,0.5,94688.0
1255,481,2020-02-22 06:00:00,108.5,3.38,23906.0
1256,148,2020-02-22 07:00:00,82.01,0.32,62588.0
1257,359,2020-02-22 08:00:00,73.45,3.77,17070.0
1258,122,2020-02-22 09:00:00,106.07,2.98,25294.0
1259,329,2020-02-22 10:00:00,84.81,4.59,40545.0
1260,111,2020-02-22 11:00:00,79.71,5.0,47111.0
1261,433,2020-02-22 12:00:00,107.07,0.5,45821.0
1262,328,2020-02-22 13:00:00,139.4,0.78,55671.0
1263,271,2020-02-22 14:00:00,120.8,3.53,1324.0
1264,73,2020-02-22 15:00:00,75.87,0.66,63850.0
1265,482,2020-02-22 16:00:00,120.63,3.13,37355.0
1266,239,2020-02-22 17:00:00,114.11,2.3,73600.0
1267,408,2020-02-22 18:00:00,133.96,1.27,16173.0
1268,72,2020-02-22 19:00:00,69.81,1.27,55748.0
1269,254,2020-02-22 20:00:00,68.19,1.11,36063.0
1270,251,2020-02-22 21:00:00,74.35,2.36,2348.0
1271,212,2020-02-22 22:00:00,53.78,2.9,14844.0
1272,434,2020-02-22 23:00:00,140.25,3.58,53209.0
1273,191,2020-02-23 00:00:00,92.01,3.96,65120.0
1274,11,2020-02-23 01:00:00,92.88,1.72,28897.0
1275,375,2020-02-23 02:00:00,134.76,1.36,94145.0
1276,39,2020-02-23 03:00:00,121.14,4.87,84765.0
1277,493,2020-02-23 04:00:00,117.54,3.8,89744.0
1278,295,2020-02-23 05:00:00,138.81,3.74,71808.0
1279,475,2020-02-23 06:00:00,57.88,2.18,58063.0
1280,476,2020-02-23 07:00:00,80.62,4.77,71283.0
1281,330,2020-02-23 08:00:00,93.64,4.96,40651.0
1282,383,2020-02-23 09:00:00,121.53,1.63,29520.0
1283,78,2020-02-23 10:00:00,92.52,1.19,89647.0
1284,217,2020-02-23 11:00:00,79.52,1.33,48072.0
1285,328,2020-02-23 12:00:00,134.36,0.95,44235.0
1286,53,2020-02-23 13:00:00,64.44,0.69,57504.0
1287,234,2020-02-23 14:00:00,116.91,1.91,7182.0
1288,300,2020-02-23 15:00:00,135.08,2.67,27576.0
1289,376,2020-02-23 16:00:00,127.3,4.08,34214.0
1290,185,2020-02-23 17:00:00,114.45,2.62,60620.0
1291,183,2020-02-23 18:00:00,105.03,1.53,49090.0
1292,272,2020-02-23 19:00:00,124.85,0.86,65802.0
1293,447,2020-02-23 20:00:00,52.17,1.67,64834.0
1294,450,2020-02-23 21:00:00,138.17,1.63,31206.0
1295,404,2020-02-23 22:00:00,62.27,2.74,20581.0
1296,145,2020-02-23 23:00:00,126.27,4.48,46602.0
1297,297,2020-02-24 00:00:00,63.01,3.53,85750.0
1298,121,2020-02-24 01:00:00,105.79,3.41,45135.0
1299,270,2020-02-24 02:00:00,124.84,3.42,90014.0
1300,199,2020-02-24 03:00:00,62.47,0.96,92686.0
1301,250,2020-02-24 04:00:00,117.02,2.36,94879.0
1302,72,2020-02-24 05:00:00,93.26,0.4,57869.0
1303,233,2020-02-24 06:00:00,80.88,0.76,50432.0
1304,334,2020-02-24 07:00:00,52.54,4.14,24806.0
1305,375,2020-02-24 08:00:00,55.3,2.82,61942.0
1306,209,2020-02-24 09:00:00,140.24,0.37,58582.0
1307,360,2020-02-24 10:00:00,146.06,4.69,20771.0
1308,246,2020-02-24 11:00:00,64.6,3.62,62802.0
1309,59,2020-02-24 12:00:00,102.69,2.44,77241.0
1310,170,2020-02-24 13:00:00,103.33,2.46,84154.0
1311,27,2020-02-24 14:00:00,82.68,1.43,66833.0
1312,140,2020-02-24 15:00:00,76.01,4.59,1829.0
1313,376,2020-02-24 16:00:00,56.86,3.18,46928.0
1314,60,2020-02-24 17:00:00,56.15,2.7,59234.0
1315,18,2020-02-24 18:00:00,127.06,1.59,96686.0
1316,57,2020-02-24 19:00:00,112.14,1.76,16720.0
1317,48,2020-02-24 20:00:00,97.93,4.69,75497.0
1318,312,2020-02-24 21:00:00,71.56,2.05,33564.0
1319,115,2020-02-24 22:00:00,70.52,3.11,80629.0
1320,28,2020-02-24 23:00:00,57.48,3.67,64602.0
1321,34,2020-02-25 00:00:00,119.94,1.27,21863.0
1322,499,2020-02-25 01:00:00,113.49,3.22,76656.0
1323,474,2020-02-25 02:00:00,75.07,2.17,89074.0
1324,233,2020-02-25 03:00:00,64.14,2.55,67668.0
1325,386,2020-02-25 04:00:00,136.76,4.16,83107.0
1326,430,2020-02-25 05:00:00,105.52,2.99,90331.0
1327,278,2020-02-25 06:00:00,127.92,4.21,94854.0
1328,232,2020-02-25 07:00:00,145.48,2.44,58469.0
1329,144,2020-02-25 08:00:00,77.87,1.8,71477.0
1330,124,2020-02-25 09:00:00,120.26,4.24,10006.0
1331,127,2020-02-25 10:00:00,142.06,4.31,2888.0
1332,329,2020-02-25 11:00:00,143.46,2.85,70004.0
1333,297,2020-02-25 12:00:00,74.17,3.68,28106.0
1334,26,2020-02-25 13:00:00,82.47,2.99,47991.0
1335,41,2020-02-25 14:00:00,80.95,0.81,49971.0
1336,344,2020-02-25 15:00:00,117.15,3.65,59141.0
1337,333,2020-02-25 16:00:00,65.05,0.91,71748.0
1338,81,2020-02-25 17:00:00,144.3,0.32,94946.0
1339,482,2020-02-25 18:00:00,107.45,4.63,90224.0
1340,80,2020-02-25 19:00:00,83.8,4.4,91334.0
1341,88,2020-02-25 20:00:00,122.33,1.28,63500.0
1342,333,2020-02-25 21:00:00,71.49,1.92,90488.0
1343,32,2020-02-25 22:00:00,81.39,3.13,61583.0
1344,244,2020-02-25 23:00:00,54.13,1.66,17180.0
1345,22,2020-02-26 00:00:00,67.2,1.87,85515.0
1346,298,2020-02-26 01:00:00,87.02,1.1,75360.0
1347,440,2020-02-26 02:00:00,82.3,2.43,15714.0
1348,459,2020-02-26 03:00:00,144.86,3.76,23606.0
1349,105,2020-02-26 04:00:00,74.69,0.53,4304.0
1350,222,2020-02-26 05:00:00,118.33,3.28,59201.0
1351,312,2020-02-26 06:00:00,110.43,3.86,79130.0
1352,247,2020-02-26 07:00:00,133.2,1.61,2953.0
1353,419,2020-02-26 08:00:00,125.53,1.12,64515.0
1354,188,2020-02-26 09:00:00,109.42,1.18,10237.0
1355,134,2020-02-26 10:00:00,68.18,1.82,21423.0
1356,70,2020-02-26 11:00:00,55.07,4.27,78108.0
1357,373,2020-02-26 12:00:00,109.15,0.56,19527.0
1358,180,2020-02-26 13:00:00,127.45,1.37,77596.0
1359,339,2020-02-26 14:00:00,88.75,0.94,97776.0
1360,249,2020-02-26 15:00:00,105.08,4.3,76917.0
1361,320,2020-02-26 16:00:00,146.91,0.58,52163.0
1362,305,2020-02-26 17:00:00,66.87,2.12,2303.0
1363,381,2020-02-26 18:00:00,101.65,1.76,39888.0
1364,136,2020-02-26 19:00:00,95.4,2.95,75907.0
1365,93,2020-02-26 20:00:00,135.14,0.34,60282.0
1366,3,2020-02-26 21:00:00,68.28,4.3,26180.0
1367,159,2020-02-26 22:00:00,100.63,4.99,71407.0
1368,316,2020-02-26 23:00:00,79.93,1.21,52410.0
1369,354,2020-02-27 00:00:00,101.82,0.95,17721.0
1370,30,2020-02-27 01:00:00,90.3,0.8,98546.0
1371,119,2020-02-27 02:00:00,59.35,1.02,18389.0
1372,291,2020-02-27 03:00:00,107.16,4.64,73021.0
1373,47,2020-02-27 04:00:00,124.14,0.72,89672.0
1374,130,2020-02-27 05:00:00,94.25,3.25,4968.0
1375,336,2020-02-27 06:00:00,135.91,3.4,14816.0
1376,27,2020-02-27 07:00:00,101.36,2.84,39437.0
1377,208,2020-02-27 08:00:00,90.76,4.25,63135.0
1378,475,2020-02-27 09:00:00,62.6,3.17,11551.0
1379,461,2020-02-27 10:00:00,84.85,2.86,96258.0
1380,410,2020-02-27 11:00:00,122.91,2.92,20023.0
1381,219,2020-02-27 12:00:00,134.2,2.24,18646.0
1382,378,2020-02-27 13:00:00,105.26,4.94,34711.0
1383,423,2020-02-27 14:00:00,104.51,0.3,38385.0
1384,24,2020-02-27 15:00:00,103.16,4.06,66529.0
1385,110,2020-02-27 16:00:00,139.59,2.21,6621.0
1386,446,2020-02-27 17:00:00,94.16,2.54,83281.0
1387,324,2020-02-27 18:00:00,70.16,3.09,35888.0
1388,239,2020-02-27 19:00:00,147.7,3.14,8302.0
1389,313,2020-02-27 20:00:00,124.24,2.85,99249.0
1390,130,2020-02-27 21:00:00,56.75,3.24,86659.0
1391,193,2020-02-27 22:00:00,98.82,0.37,5129.0
1392,106,2020-02-27 23:00:00,75.92,2.41,33979.0
1393,35,2020-02-28 00:00:00,88.35,2.98,45001.0
1394,272,2020-02-28 01:00:00,53.07,3.79,32353.0
1395,377,2020-02-28 02:00:00,109.84,0.42,76321.0
1396,336,2020-02-28 03:00:00,148.85,0.36,97583.0
1397,5,2020-02-28 04:00:00,146.83,2.0,58471.0
1398,138,2020-02-28 05:00:00,148.16,1.01,61597.0
1399,459,2020-02-28 06:00:00,98.52,4.71,86272.0
1400,442,2020-02-28 07:00:00,146.51,1.44,81339.0
1401,451,2020-02-28 08:00:00,53.08,3.39,93237.0
1402,229,2020-02-28 09:00:00,81.3,4.07,78555.0
1403,475,2020-02-28 10:00:00,51.35,1.21,71303.0
1404,34,2020-02-28 11:00:00,65.88,0.85,3651.0
1405,21,2020-02-28 12:00:00,109.3,3.92,9959.0
1406,45,2020-02-28 13:00:00,64.35,1.71,2681.0
1407,229,2020-02-28 14:00:00,148.45,1.38,18430.0
1408,332,2020-02-28 15:00:00,106.65,1.64,19437.0
1409,380,2020-02-28 16:00:00,76.39,4.24,55286.0
1410,63,2020-02-28 17:00:00,124.07,4.55,30075.0
1411,46,2020-02-28 18:00:00,117.78,4.44,40718.0
1412,151,2020-02-28 19:00:00,73.03,1.54,5411.0
1413,379,2020-02-28 20:00:00,139.78,3.12,52042.0
1414,5,2020-02-28 21:00:00,133.32,3.59,60800.0
1415,370,2020-02-28 22:00:00,139.11,4.59,6310.0
1416,276,2020-02-28 23:00:00,51.98,3.82,23396.0
1417,490,2020-02-29 00:00:00,106.15,1.41,18881.0
1418,274,2020-02-29 01:00:00,125.27,4.15,11655.0
1419,59,2020-02-29 02:00:00,105.24,3.38,82291.0
1420,362,2020-02-29 03:00:00,135.65,2.15,78619.0
1421,402,2020-02-29 04:00:00,123.21,0.34,721.0
1422,88,2020-02-29 05:00:00,88.19,1.48,16145.0
1423,141,2020-02-29 06:00:00,70.33,3.9,57234.0
1424,459,2020-02-29 07:00:00,78.82,4.15,26237.0
1425,472,2020-02-29 08:00:00,146.6,1.89,68836.0
1426,407,2020-02-29 09:00:00,77.34,1.74,55360.0
1427,105,2020-02-29 10:00:00,122.05,3.57,63839.0
1428,102,2020-02-29 11:00:00,91.54,1.41,
1429,218,2020-02-29 12:00:00,89.54,4.09,27891.0
1430,437,2020-02-29 13:00:00,118.99,2.95,26844.0
1431,181,2020-02-29 14:00:00,76.1,0.16,64473.0
1432,347,2020-02-29 15:00:00,123.31,1.3,61559.0
1433,185,2020-02-29 16:00:00,86.7,0.53,43774.0
1434,416,2020-02-29 17:00:00,111.4,4.59,67141.0
1435,236,2020-02-29 18:00:00,121.79,2.08,93996.0
1436,425,2020-02-29 19:00:00,97.02,0.11,77466.0
1437,420,2020-02-29 20:00:00,130.36,0.51,75390.0
1438,107,2020-02-29 21:00:00,92.72,0.77,77588.0
1439,49,2020-02-29 22:00:00,123.65,3.74,74626.0
1440,97,2020-02-29 23:00:00,81.29,0.52,19437.0
1441,134,2020-03-01 00:00:00,116.32,1.88,22420.0
1442,406,2020-03-01 01:00:00,106.68,1.97,32447.0
1443,387,2020-03-01 02:00:00,104.69,0.15,20584.0
1444,457,2020-03-01 03:00:00,124.96,3.39,46771.0
1445,18,2020-03-01 04:00:00,112.34,3.11,88833.0
1446,399,2020-03-01 05:00:00,73.58,3.87,22095.0
1447,259,2020-03-01 06:00:00,103.55,0.4,9693.0
1448,18,2020-03-01 07:00:00,58.89,1.29,92246.0
1449,298,2020-03-01 08:00:00,91.72,0.31,54954.0
1450,254,2020-03-01 09:00:00,86.62,1.05,58591.0
1451,39,2020-03-01 10:00:00,138.32,2.4,10960.0
1452,376,2020-03-01 11:00:00,59.31,2.03,12919.0
1453,353,2020-03-01 12:00:00,61.86,2.31,80901.0
1454,54,2020-03-01 13:00:00,143.9,3.11,54112.0
1455,154,2020-03-01 14:00:00,67.4,2.85,96271.0
1456,72,2020-03-01 15:00:00,128.95,1.85,79046.0
1457,100,2020-03-01 16:00:00,138.09,3.26,91233.0
1458,174,2020-03-01 17:00:00,101.45,1.99,62134.0
1459,208,2020-03-01 18:00:00,113.42,2.65,90060.0
1460,465,2020-03-01 19:00:00,76.92,3.77,70418.0
1461,168,2020-03-01 20:00:00,66.71,3.47,75792.0
1462,415,2020-03-01 21:00:00,66.21,3.63,36536.0
1463,196,2020-03-01 22:00:00,128.67,2.56,83969.0
1464,181,2020-03-01 23:00:00,147.47,0.81,31970.0
1465,86,2020-03-02 00:00:00,137.51,0.6,10536.0
1466,178,2020-03-02 01:00:00,108.39,3.24,374.0
1467,235,2020-03-02 02:00:00,96.45,0.45,4990.0
1468,148,2020-03-02 03:00:00,89.0,1.26,51245.0
1469,239,2020-03-02 04:00:00,130.23,1.27,39177.0
1470,330,2020-03-02 05:00:00,123.92,3.98,60541.0
1471,483,2020-03-02 06:00:00,92.24,4.98,87918.0
1472,134,2020-03-02 07:00:00,147.18,2.89,4155.0
1473,461,2020-03-02 08:00:00,86.45,3.76,12231.0
1474,181,2020-03-02 09:00:00,57.0,4.41,67139.0
1475,210,2020-03-02 10:00:00,61.51,0.28,76045.0
1476,126,2020-03-02 11:00:00,117.41,0.6,99284.0
1477,386,2020-03-02 12:00:00,97.17,2.44,87191.0
1478,299,2020-03-02 13:00:00,65.5,3.22,31336.0
1479,153,2020-03-02 14:00:00,140.24,1.03,14188.0
1480,298,2020-03-02 15:00:00,62.4,3.7,8171.0
1481,370,2020-03-02 16:00:00,81.23,3.68,40939.0
1482,265,2020-03-02 17:00:00,50.89,2.41,1137.0
1483,193,2020-03-02 18:00:00,110.32,3.59,3100.0
1484,71,2020-03-02 19:00:00,68.93,3.25,68642.0
1485,375,2020-03-02 20:00:00,96.33,1.84,41797.0
1486,345,2020-03-02 21:00:00,146.5,5.0,17378.0
1487,496,2020-03-02 22:00:00,68.6,2.57,33536.0
1488,344,2020-03-02 23:00:00,121.53,1.79,52601.0
1489,35,2020-03-03 00:00:00,124.03,4.35,79012.0
1490,355,2020-03-03 01:00:00,140.08,3.55,84263.0
1491,124,2020-03-03 02:00:00,91.46,2.1,21881.0
1492,234,2020-03-03 03:00:00,138.8,0.38,25967.0
1493,274,2020-03-03 04:00:00,122.99,3.58,29269.0
1494,470,2020-03-03 05:00:00,129.45,3.08,26409.0
1495,219,2020-03-03 06:00:00,69.74,4.78,39670.0
1496,221,2020-03-03 07:00:00,72.62,4.64,96995.0
1497,46,2020-03-03 08:00:00,61.83,3.84,81846.0
1498,252,2020-03-03 09:00:00,132.76,0.8,45202.0
1499,276,2020-03-03 10:00:00,125.36,1.02,18097.0
1500,290,2020-03-03 11:00:00,78.99,4.46,41157.0
1501,109,2020-03-03 12:00:00,75.79,2.2,88912.0
1502,45,2020-03-03 13:00:00,144.71,2.71,91770.0
1503,21,2020-03-03 14:00:00,109.46,1.49,61877.0
1504,407,2020-03-03 15:00:00,105.44,3.11,70718.0
1505,376,2020-03-03 16:00:00,97.01,2.79,68434.0
1506,411,2020-03-03 17:00:00,77.5,3.39,40064.0
1507,483,2020-03-03 18:00:00,102.43,3.58,87138.0
1508,238,2020-03-03 19:00:00,82.39,2.65,17252.0
1509,263,2020-03-03 20:00:00,72.22,3.44,9081.0
1510,384,2020-03-03 21:00:00,147.04,1.06,57717.0
1511,118,2020-03-03 22:00:00,124.15,0.39,33599.0
1512,21,2020-03-03 23:00:00,61.86,3.89,61013.0
1513,266,2020-03-04 00:00:00,55.61,1.14,30571.0
1514,254,2020-03-04 01:00:00,100.1,0.27,23780.0
1515,438,2020-03-04 02:00:00,98.36,0.99,65319.0
1516,466,2020-03-04 03:00:00,98.33,4.67,80148.0
1517,400,2020-03-04 04:00:00,76.26,2.91,60426.0
1518,283,2020-03-04 05:00:00,73.36,1.88,73426.0
1519,427,2020-03-04 06:00:00,147.92,4.81,28528.0
1520,216,2020-03-04 07:00:00,125.95,3.23,25805.0
1521,49,2020-03-04 08:00:00,140.24,3.01,31620.0
1522,189,2020-03-04 09:00:00,95.87,4.46,4947.0
1523,205,2020-03-04 10:00:00,92.98,1.29,14030.0
1524,484,2020-03-04 11:00:00,67.98,2.55,54255.0
1525,473,2020-03-04 12:00:00,140.62,2.74,84705.0
1526,495,2020-03-04 13:00:00,66.94,3.36,6239.0
1527,459,2020-03-04 14:00:00,144.98,2.43,27495.0
1528,337,2020-03-04 15:00:00,65.0,3.77,14303.0
1529,187,2020-03-04 16:00:00,89.76,0.45,14521.0
1530,282,2020-03-04 17:00:00,55.48,4.31,96290.0
1531,359,2020-03-04 18:00:00,103.21,0.76,71579.0
1532,151,2020-03-04 19:00:00,148.14,2.81,516.0
1533,73,2020-03-04 20:00:00,139.72,2.16,91828.0
1534,232,2020-03-04 21:00:00,58.49,2.51,27587.0
1535,201,2020-03-04 22:00:00,112.98,4.03,43700.0
1536,75,2020-03-04 23:00:00,114.64,2.25,44590.0
1537,185,2020-03-05 00:00:00,53.92,0.33,23922.0
1538,290,2020-03-05 01:00:00,108.67,0.74,88868.0
1539,112,2020-03-05 02:00:00,140.83,3.49,53198.0
1540,119,2020-03-05 03:00:00,75.73,3.21,96852.0
1541,164,2020-03-05 04:00:00,142.23,4.62,25074.0
1542,413,2020-03-05 05:00:00,90.27,4.56,26157.0
1543,12,2020-03-05 06:00:00,115.32,2.12,47471.0
1544,164,2020-03-05 07:00:00,95.08,4.09,17292.0
1545,489,2020-03-05 08:00:00,148.44,1.38,11007.0
1546,323,2020-03-05 09:00:00,111.98,3.56,13978.0
1547,423,2020-03-05 10:00:00,50.05,3.38,52354.0
1548,449,2020-03-05 11:00:00,118.17,2.69,19932.0
1549,4,2020-03-05 12:00:00,68.52,0.92,80536.0
1550,215,2020-03-05 13:00:00,121.98,2.23,92196.0
1551,190,2020-03-05 14:00:00,107.83,4.19,14690.0
1552,268,2020-03-05 15:00:00,75.72,4.04,39110.0
1553,243,2020-03-05 16:00:00,76.22,2.07,84217.0
1554,220,2020-03-05 17:00:00,84.89,0.16,12778.0
1555,54,2020-03-05 18:00:00,65.13,4.45,68704.0
1556,382,2020-03-05 19:00:00,122.06,3.34,45172.0
1557,61,2020-03-05 20:00:00,71.89,4.33,78882.0
1558,218,2020-03-05 21:00:00,134.64,0.37,74515.0
1559,343,2020-03-05 22:00:00,129.71,4.03,23266.0
1560,124,2020-03-05 23:00:00,113.87,3.87,51571.0
1561,331,2020-03-06 00:00:00,92.0,1.98,2914.0
1562,403,2020-03-06 01:00:00,133.86,3.65,70877.0
1563,281,2020-03-06 02:00:00,72.69,1.8,63106.0
1564,453,2020-03-06 03:00:00,112.24,4.13,39594.0
1565,154,2020-03-06 04:00:00,129.27,0.36,76909.0
1566,228,2020-03-06 05:00:00,136.86,2.28,99223.0
1567,206,2020-03-06 06:00:00,137.49,1.83,57283.0
1568,320,2020-03-06 07:00:00,131.88,0.1,69922.0
1569,7,2020-03-06 08:00:00,96.28,0.25,75118.0
1570,23,2020-03-06 09:00:00,128.25,4.2,81706.0
1571,318,2020-03-06 10:00:00,106.85,3.38,24331.0
1572,281,2020-03-06 11:00:00,59.84,1.4,760.0
1573,54,2020-03-06 12:00:00,149.39,3.59,67383.0
1574,194,2020-03-06 13:00:00,120.85,2.0,12714.0
1575,123,2020-03-06 14:00:00,121.89,4.72,24919.0
1576,173,2020-03-06 15:00:00,144.1,4.95,38834.0
1577,119,2020-03-06 16:00:00,84.56,0.83,99454.0
1578,491,2020-03-06 17:00:00,117.58,4.12,56911.0
1579,276,2020-03-06 18:00:00,88.99,4.63,18399.0
1580,52,2020-03-06 19:00:00,77.59,3.16,34799.0
1581,235,2020-03-06 20:00:00,66.22,2.72,36578.0
1582,41,2020-03-06 21:00:00,140.0,3.0,12582.0
1583,11,2020-03-06 22:00:00,144.61,0.27,40535.0
1584,55,2020-03-06 23:00:00,55.53,4.25,6622.0
1585,330,2020-03-07 00:00:00,65.66,3.86,91478.0
1586,227,2020-03-07 01:00:00,124.03,2.94,81226.0
1587,232,2020-03-07 02:00:00,82.19,0.54,14873.0
1588,485,2020-03-07 03:00:00,116.72,2.81,85302.0
1589,462,2020-03-07 04:00:00,98.09,1.31,64825.0
1590,297,2020-03-07 05:00:00,107.79,3.65,925.0
1591,292,2020-03-07 06:00:00,100.37,3.67,76492.0
1592,217,2020-03-07 07:00:00,132.67,4.09,22867.0
1593,163,2020-03-07 08:00:00,134.33,0.64,95044.0
1594,478,2020-03-07 09:00:00,137.94,3.61,34312.0
1595,75,2020-03-07 10:00:00,75.34,1.69,39575.0
1596,247,2020-03-07 11:00:00,108.5,0.31,76840.0
1597,74,2020-03-07 12:00:00,99.64,1.93,99448.0
1598,103,2020-03-07 13:00:00,127.67,1.14,36669.0
1599,476,2020-03-07 14:00:00,56.11,2.23,14241.0
1600,322,2020-03-07 15:00:00,86.21,0.77,41821.0
1601,360,2020-03-07 16:00:00,55.38,1.33,2919.0
1602,262,2020-03-07 17:00:00,80.94,4.97,25470.0
1603,392,2020-03-07 18:00:00,89.6,1.93,8393.0
1604,430,2020-03-07 19:00:00,86.15,3.7,82070.0
1605,274,2020-03-07 20:00:00,59.56,3.42,41216.0
1606,79,2020-03-07 21:00:00,110.24,4.33,85180.0
1607,87,2020-03-07 22:00:00,77.08,2.49,7077.0
1608,295,2020-03-07 23:00:00,125.73,3.41,53703.0
1609,84,2020-03-08 00:00:00,102.32,4.01,44517.0
1610,486,2020-03-08 01:00:00,74.14,0.35,74396.0
1611,451,2020-03-08 02:00:00,134.3,4.19,79245.0
1612,172,2020-03-08 03:00:00,53.23,3.36,86072.0
1613,325,2020-03-08 04:00:00,131.35,0.11,88631.0
1614,115,2020-03-08 05:00:00,145.84,1.09,6227.0
1615,442,2020-03-08 06:00:00,143.21,1.87,37759.0
1616,105,2020-03-08 07:00:00,103.66,1.45,827.0
1617,281,2020-03-08 08:00:00,132.87,1.28,4525.0
1618,189,2020-03-08 09:00:00,73.87,1.77,35117.0
1619,440,2020-03-08 10:00:00,54.96,3.13,79302.0
1620,310,2020-03-08 11:00:00,90.06,3.61,69573.0
1621,213,2020-03-08 12:00:00,107.85,1.63,90390.0
1622,451,2020-03-08 13:00:00,132.62,1.49,10327.0
1623,183,2020-03-08 14:00:00,113.68,4.65,33818.0
1624,494,2020-03-08 15:00:00,129.05,2.05,83579.0
1625,194,2020-03-08 16:00:00,108.15,2.47,57480.0
1626,400,2020-03-08 17:00:00,113.01,2.3,7686.0
1627,322,2020-03-08 18:00:00,63.57,4.28,14102.0
1628,74,2020-03-08 19:00:00,63.97,1.61,81410.0
1629,431,2020-03-08 20:00:00,52.67,4.85,74157.0
1630,485,2020-03-08 21:00:00,105.19,2.13,94113.0
1631,441,2020-03-08 22:00:00,117.58,0.58,60668.0
1632,72,2020-03-08 23:00:00,102.92,3.02,66235.0
1633,31,2020-03-09 00:00:00,137.59,2.26,19765.0
1634,93,2020-03-09 01:00:00,78.53,3.54,91807.0
1635,210,2020-03-09 02:00:00,76.37,2.18,40742.0
1636,286,2020-03-09 03:00:00,137.59,2.13,75643.0
1637,150,2020-03-09 04:00:00,54.76,2.59,48165.0
1638,412,2020-03-09 05:00:00,89.3,1.99,83084.0
1639,37,2020-03-09 06:00:00,99.89,4.79,78699.0
1640,161,2020-03-09 07:00:00,86.42,4.49,78881.0
1641,381,2020-03-09 08:00:00,128.96,2.05,45564.0
1642,340,2020-03-09 09:00:00,107.54,4.92,53840.0
1643,117,2020-03-09 10:00:00,110.66,2.74,35742.0
1644,216,2020-03-09 11:00:00,95.52,4.5,52493.0
1645,90,2020-03-09 12:00:00,117.97,3.91,4542.0
1646,215,2020-03-09 13:00:00,58.62,0.5,75504.0
1647,459,2020-03-09 14:00:00,113.54,0.8,49004.0
1648,495,2020-03-09 15:00:00,130.82,2.28,27312.0
1649,231,2020-03-09 16:00:00,89.03,2.78,76682.0
1650,436,2020-03-09 17:00:00,73.1,0.5,18022.0
1651,79,2020-03-09 18:00:00,60.17,4.06,84651.0
1652,441,2020-03-09 19:00:00,103.61,3.42,2426.0
1653,467,2020-03-09 20:00:00,126.17,4.29,68850.0
1654,376,2020-03-09 21:00:00,75.54,4.2,44955.0
1655,150,2020-03-09 22:00:00,146.4,2.95,1198.0
1656,116,2020-03-09 23:00:00,146.58,4.98,81062.0
1657,147,2020-03-10 00:00:00,68.86,3.13,3469.0
1658,315,2020-03-10 01:00:00,109.74,3.05,63366.0
1659,251,2020-03-10 02:00:00,99.74,0.41,36980.0
1660,453,2020-03-10 03:00:00,146.08,1.55,55241.0
1661,393,2020-03-10 04:00:00,83.72,3.17,11580.0
1662,307,2020-03-10 05:00:00,114.38,1.02,42058.0
1663,431,2020-03-10 06:00:00,129.59,2.61,12126.0
1664,110,2020-03-10 07:00:00,69.84,1.64,28376.0
1665,484,2020-03-10 08:00:00,115.33,1.34,13181.0
1666,214,2020-03-10 09:00:00,89.72,1.86,74567.0
1667,409,2020-03-10 10:00:00,86.12,0.72,35839.0
1668,432,2020-03-10 11:00:00,84.37,0.16,47417.0
1669,223,2020-03-10 12:00:00,141.55,2.48,59238.0
1670,19,2020-03-10 13:00:00,134.82,4.03,97870.0
1671,266,2020-03-10 14:00:00,90.98,2.17,61478.0
1672,95,2020-03-10 15:00:00,138.69,0.79,99135.0
1673,445,2020-03-10 16:00:00,135.52,0.8,15658.0
1674,397,2020-03-10 17:00:00,135.53,2.84,91627.0
1675,132,2020-03-10 18:00:00,139.56,2.96,13431.0
1676,225,2020-03-10 19:00:00,82.32,2.46,76468.0
1677,407,2020-03-10 20:00:00,137.62,2.78,9906.0
1678,277,2020-03-10 21:00:00,107.8,4.52,87494.0
1679,103,2020-03-10 22:00:00,117.12,0.22,82270.0
1680,156,2020-03-10 23:00:00,55.34,2.1,17234.0
1681,206,2020-03-11 00:00:00,76.15,1.52,62723.0
1682,421,2020-03-11 01:00:00,143.9,3.08,90681.0
1683,224,2020-03-11 02:00:00,124.52,0.81,19665.0
1684,69,2020-03-11 03:00:00,70.79,0.99,26774.0
